id,name_JP,unknown_JP,unit_JP,naming,name,unit,unknown,category,***,sort,_tileType,_idRenderData,tiles,altTiles,anime,skins,size,colorMod,colorType,recipeKey,factory,components,disassemble,defMat,tierGroup,value,LV,chance,quality,HP,weight,electricity,trait,elements,range,attackType,offense,substats,defense,lightData,idExtra,idToggleExtra,idActorEx,idSound,tag,workTag,filter,roomName_JP,roomName,detail_JP,detail
YarCraft_helm_metal,兜,,個,m,头盔,个,,head,,100,,obj_S flat,1233,,,,,100,,*,factory_metal,"ingot/2,texture,string,needle,money/9",,iron,metal,800,8,1000,0,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_cloth,兜,,個,m,头盔,个,,head,,100,,obj_S flat,1233,,,,,100,,*,loom,"texture/2,texture,string,needle,money/9",,cotton,leather,800,8,1000,0,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_wood_q1,兜 高品質,,個,m,头盔 优质品,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/9,plat",,oak,metal,800,18,1000,1,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_stone_q1,兜 高品質,,個,m,头盔 优质品,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/9,plat",,granite,metal,800,18,1000,1,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_metal_q1,兜 高品質,,個,m,头盔 优质品,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/9,plat",,iron,metal,800,18,1000,1,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_cloth_q1,兜 高品質,,個,m,头盔 优质品,个,,head,,100,,obj_S flat,1233,,,,,100,,,loom,"texture/2,texture,string,needle,money/9,plat",,cotton,leather,800,18,1000,1,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_wood_q2,兜 奇跡,,個,m,头盔 奇迹,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/9,plat/5",,oak,metal,800,38,1000,2,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_stone_q2,兜 奇跡,,個,m,头盔 奇迹,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/9,plat/5",,granite,metal,800,38,1000,2,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_metal_q2,兜 奇跡,,個,m,头盔 奇迹,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/9,plat/5",,iron,metal,800,38,1000,2,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_cloth_q2,兜 奇跡,,個,m,头盔 奇迹,个,,head,,100,,obj_S flat,1233,,,,,100,,,loom,"texture/2,texture,string,needle,money/9,plat/5",,cotton,leather,800,38,1000,2,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_wood_q3,兜 神器,,個,m,头盔 神器,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/9,plat/10",,oak,metal,800,58,1000,3,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_stone_q3,兜 神器,,個,m,头盔 神器,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/9,plat/10",,granite,metal,800,58,1000,3,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_metal_q3,兜 神器,,個,m,头盔 神器,个,,head,,100,,obj_S flat,1233,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/9,plat/10",,iron,metal,800,58,1000,3,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_helm_cloth_q3,兜 神器,,個,m,头盔 神器,个,,head,,100,,obj_S flat,1233,,,,,100,,,loom,"texture/2,texture,string,needle,money/9,plat/10",,cotton,leather,800,58,1000,3,100,700,0,,,1,,,,"3,5",,,,,,"noDrop,noShop",,,,,頭部を守る為の防具だ。,这是防护头部的防具。
YarCraft_hat_feather_wood,羽帽子,,個,m,羽毛帽,顶,,head,,100,,obj_S flat,1236,,,,,100,,*,factory_wood,"log/2,texture,string,needle,money/4",,oak,metal,300,1,1000,0,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_stone,羽帽子,,個,m,羽毛帽,顶,,head,,100,,obj_S flat,1236,,,,,100,,*,factory_stone,"rock/2,texture,string,needle,money/4",,granite,metal,300,1,1000,0,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_metal,羽帽子,,個,m,羽毛帽,顶,,head,,100,,obj_S flat,1236,,,,,100,,*,factory_metal,"ingot/2,texture,string,needle,money/4",,iron,metal,300,1,1000,0,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_cloth,羽帽子,,個,m,羽毛帽,顶,,head,,100,,obj_S flat,1236,,,,,100,,*,loom,"texture/2,texture,string,needle,money/4",,cotton,leather,300,1,1000,0,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_wood_q1,羽帽子 高品質,,個,m,羽毛帽 优质品,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/4,plat",,oak,metal,300,11,1000,1,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_stone_q1,羽帽子 高品質,,個,m,羽毛帽 优质品,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/4,plat",,granite,metal,300,11,1000,1,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_metal_q1,羽帽子 高品質,,個,m,羽毛帽 优质品,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/4,plat",,iron,metal,300,11,1000,1,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_cloth_q1,羽帽子 高品質,,個,m,羽毛帽 优质品,顶,,head,,100,,obj_S flat,1236,,,,,100,,,loom,"texture/2,texture,string,needle,money/4,plat",,cotton,leather,300,11,1000,1,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_wood_q2,羽帽子 奇跡,,個,m,羽毛帽 奇迹,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/4,plat/5",,oak,metal,300,31,1000,2,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_stone_q2,羽帽子 奇跡,,個,m,羽毛帽 奇迹,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/4,plat/5",,granite,metal,300,31,1000,2,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_metal_q2,羽帽子 奇跡,,個,m,羽毛帽 奇迹,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/4,plat/5",,iron,metal,300,31,1000,2,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_cloth_q2,羽帽子 奇跡,,個,m,羽毛帽 奇迹,顶,,head,,100,,obj_S flat,1236,,,,,100,,,loom,"texture/2,texture,string,needle,money/4,plat/5",,cotton,leather,300,31,1000,2,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_wood_q3,羽帽子 神器,,個,m,羽毛帽 神器,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/4,plat/10",,oak,metal,300,51,1000,3,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_stone_q3,羽帽子 神器,,個,m,羽毛帽 神器,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/4,plat/10",,granite,metal,300,51,1000,3,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_metal_q3,羽帽子 神器,,個,m,羽毛帽 神器,顶,,head,,100,,obj_S flat,1236,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/4,plat/10",,iron,metal,300,51,1000,3,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_feather_cloth_q3,羽帽子 神器,,個,m,羽毛帽 神器,顶,,head,,100,,obj_S flat,1236,,,,,100,,,loom,"texture/2,texture,string,needle,money/4,plat/10",,cotton,leather,300,51,1000,3,100,500,0,,,1,,,,"5,1",,,,,,"noDrop,noShop",,,,,羽のついた帽子だ。,这是带羽毛的帽子。
YarCraft_hat_wizard_wood,魔法帽,,個,m,魔法帽,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/10",,oak,metal,900,12,1000,0,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_stone,魔法帽,,個,m,魔法帽,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/10",,granite,metal,900,12,1000,0,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_metal,魔法帽,,個,m,魔法帽,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/10",,iron,metal,900,12,1000,0,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_cloth,魔法帽,,個,m,魔法帽,顶,,head,,100,,obj_S flat,1237,,,,,100,,,loom,"texture/2,texture,string,needle,money/10",,cotton,leather,900,12,1000,0,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_wood_q1,魔法帽 高品質,,個,m,魔法帽 优质品,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/10,plat",,oak,metal,900,22,1000,1,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_stone_q1,魔法帽 高品質,,個,m,魔法帽 优质品,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/10,plat",,granite,metal,900,22,1000,1,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_metal_q1,魔法帽 高品質,,個,m,魔法帽 优质品,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/10,plat",,iron,metal,900,22,1000,1,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_cloth_q1,魔法帽 高品質,,個,m,魔法帽 优质品,顶,,head,,100,,obj_S flat,1237,,,,,100,,,loom,"texture/2,texture,string,needle,money/10,plat",,cotton,leather,900,22,1000,1,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_wood_q2,魔法帽 奇跡,,個,m,魔法帽 奇迹,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/10,plat/5",,oak,metal,900,42,1000,2,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_stone_q2,魔法帽 奇跡,,個,m,魔法帽 奇迹,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/10,plat/5",,granite,metal,900,42,1000,2,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_metal_q2,魔法帽 奇跡,,個,m,魔法帽 奇迹,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/10,plat/5",,iron,metal,900,42,1000,2,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_cloth_q2,魔法帽 奇跡,,個,m,魔法帽 奇迹,顶,,head,,100,,obj_S flat,1237,,,,,100,,,loom,"texture/2,texture,string,needle,money/10,plat/5",,cotton,leather,900,42,1000,2,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_wood_q3,魔法帽 神器,,個,m,魔法帽 神器,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_wood,"log/2,texture,string,needle,money/10,plat/10",,oak,metal,900,62,1000,3,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_stone_q3,魔法帽 神器,,個,m,魔法帽 神器,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_stone,"rock/2,texture,string,needle,money/10,plat/10",,granite,metal,900,62,1000,3,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_metal_q3,魔法帽 神器,,個,m,魔法帽 神器,顶,,head,,100,,obj_S flat,1237,,,,,100,,,factory_metal,"ingot/2,texture,string,needle,money/10,plat/10",,iron,metal,900,62,1000,3,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_hat_wizard_cloth_q3,魔法帽 神器,,個,m,魔法帽 神器,顶,,head,,100,,obj_S flat,1237,,,,,100,,,loom,"texture/2,texture,string,needle,money/10,plat/10",,cotton,leather,900,62,1000,3,100,600,0,,,1,,,,"6,4",,,,,,"noDrop,noShop",,,,,魔術師が愛用する帽子だ。,这是魔法师爱用的帽子。
YarCraft_helm_knight_wood,騎士兜,,個,m,骑士盔,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_wood,"log/5,texture/3,string/2,needle/2,money/22",,oak,metal,2100,18,1000,0,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_stone,騎士兜,,個,m,骑士盔,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_stone,"rock/5,texture/3,string/2,needle/2,money/22",,granite,metal,2100,18,1000,0,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_metal,騎士兜,,個,m,骑士盔,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_metal,"ingot/5,texture/3,string/2,needle/2,money/22",,iron,metal,2100,18,1000,0,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_cloth,騎士兜,,個,m,骑士盔,顶,,head,,100,,obj_S flat,1240,,,,,100,,,loom,"texture/5,texture/3,string/2,needle/2,money/22",,cotton,leather,2100,18,1000,0,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_wood_q1,騎士兜 高品質,,個,m,骑士盔 优质品,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_wood,"log/5,texture/3,string/2,needle/2,money/22,plat",,oak,metal,2100,28,1000,1,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_stone_q1,騎士兜 高品質,,個,m,骑士盔 优质品,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_stone,"rock/5,texture/3,string/2,needle/2,money/22,plat",,granite,metal,2100,28,1000,1,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_metal_q1,騎士兜 高品質,,個,m,骑士盔 优质品,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_metal,"ingot/5,texture/3,string/2,needle/2,money/22,plat",,iron,metal,2100,28,1000,1,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_cloth_q1,騎士兜 高品質,,個,m,骑士盔 优质品,顶,,head,,100,,obj_S flat,1240,,,,,100,,,loom,"texture/5,texture/3,string/2,needle/2,money/22,plat",,cotton,leather,2100,28,1000,1,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_wood_q2,騎士兜 奇跡,,個,m,骑士盔 奇迹,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_wood,"log/5,texture/3,string/2,needle/2,money/22,plat/5",,oak,metal,2100,48,1000,2,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_stone_q2,騎士兜 奇跡,,個,m,骑士盔 奇迹,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_stone,"rock/5,texture/3,string/2,needle/2,money/22,plat/5",,granite,metal,2100,48,1000,2,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_metal_q2,騎士兜 奇跡,,個,m,骑士盔 奇迹,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_metal,"ingot/5,texture/3,string/2,needle/2,money/22,plat/5",,iron,metal,2100,48,1000,2,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_cloth_q2,騎士兜 奇跡,,個,m,骑士盔 奇迹,顶,,head,,100,,obj_S flat,1240,,,,,100,,,loom,"texture/5,texture/3,string/2,needle/2,money/22,plat/5",,cotton,leather,2100,48,1000,2,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_wood_q3,騎士兜 神器,,個,m,骑士盔 神器,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_wood,"log/5,texture/3,string/2,needle/2,money/22,plat/10",,oak,metal,2100,68,1000,3,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
YarCraft_helm_knight_stone_q3,騎士兜 神器,,個,m,骑士盔 神器,顶,,head,,100,,obj_S flat,1240,,,,,100,,,factory_stone,"rock/5,texture/3,string/2,needle/2,money/22,plat/10",,granite,metal,2100,68,1000,3,100,2000,0,,,1,,,,"1,7",,,,,,"noDrop,noShop",,,,,騎士用の兜だ。,这是骑士的头盔。
